job_title,company,location,job_summary,post_date,more_info,salary,job_url
DEVELOPPEUR DECISIONNEL MS BI - PARIS,AGILICIO Groupe Webnet,Paris (75),"Dans le cadre d’un projet chez l’un de nos clients grands comptes, nous sommes à la recherche de Développeurs Décisionnel MS BI.Au sein du Pôle Data, vous prendrez en charge des tâches de Build & Run de la solution BI.Vous aurez pour mission : - Développements / évolutions de rapports SSRS (v2016) et PowerBI- Développements de scripts SQL / Procédures / vues- Développements / évolutions des cubes SSAS (Multidim / Tabulaire)- Développements / évolutions des flux ETL (SSIS / Datafactory)- Proposer des optimisations de traitement- Proposer des modélisations- Rédaction de la documentation (spécifications techniques)- Gestion du code source via TFS/Git- Préparation des livrables pour les mises en production 

 De formation supérieure (Ecole d’ingénieur, master, second cycle universitaire), vous avez 3 ans d’expérience sur un poste de même envergure.Vous avez une connaissance approfondie de SSIS, SSRS, SSAS ainsi que de MS Azure (PowerBI / Datafactory/ SSAS )Parfaite maitrise des bases de données relationnelles et du langage SQL, SGBD SQL Server.Connaissance de TFS / Git (ou à minima autre gestionnaire de code source)Compétences en déploiement continu (CI/CD)Vous êtes doté(e) d’une curiosité avérée vis-à-vis de cultures d’entreprise et d’environnements techniques différents.Réelles capacités d’écoute et d’adaptation, rigueur, organisation, esprit d’équipe et excellentes qualités relationnelles sont vos atouts pour réussir et évoluer chez ce client.",PostedOffre publiée il y a plus de 30 jours,50 000 € par anCDI +1,50 000 € par an,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bl_GJvjV7T_nyT7YhzCl__eWgtG2pYAfIQqTT3QwFobB8o1kHFDV9c_GUxH4mpxlcMddeaYuOAgPoCTeVrNetb_RWdnT0qVMltZLO65WDJnn0Xt3ulC-mze2t104Cst8CLuLg11RSUQqAbpsRktTq605exIxdj6xGLYKTt-xr7wbnQydgYINIGWzYMxiP6lw-cNwuu-YLmYOpL2bf_5wKCck0OdpNdQpddZ-be-60L9qNDXsuJUb5x9VoaovuBGpdA-zG5nZwSM8d_hTZuA0Oj36V5UIIViXjrOlBcE1Vl4iJkAFJygfEDkoLUSStyhfy3oGxMj50bFSf0ALy4GN8ADVQOuuwFn2Blz0kmhFSbRrxcZTlO-qy4tU0LR3IinhcDlhxIP_OqNAiwyde5w9nv9fl6ZGSSkfjVBAwAENzOCdlJVpIyubAdjzDlos4qMrx6dcAEVOw3blwqU_zmuEYOTVbuCkhBGI3b__RKfU3Ax3KOJsnzZq-e-ilL9f_T4Bz2FgtDyw5DVRgasCHs2EX9Hwebgx6PUsf1qGfAhtxrzBlqqnOMqhagRono7DaqX-T4egss9GdtOV6xNxrG-OjawQJ0YyFItJsfDEyTaSctz9OJT3QTCR4WFtraR_nA2KQ-m4ro_ph8UgeL0r5wZte8n_b6JJu48O_xep4mu_QJBQIWTmAm44EXxp-gcEWq5D5CnFrA9Qaia6MRgzKVWg0DlQTtD_scyL7uLY53hd20VU_p9PRmkQ7RzsZ634jdiRszYeMtuEkBgKFQWXENf8kkYDuaVGq8Ovx93yr5LU1ucOrZhAm7k-31lzWTDafNmjj7_dEsQZ91XlSolFiiGoKZ&xkcb=SoAM-_M3ZClTY9wI4J0PbzkdCdPP&p=4&fvj=0&vjs=3
Développeur fullstack PHP/Javascript - Scale up Proptech - H...,OCTOPUS IT,Télétravail à Paris (75),"
Php / Javascript / Vue-js / Symfony
 Développeur Frontend, Full Stack Developer, Frontend Developer, Backend Developer / CDI / Environ 50k€ / 3 - 6 ans / Paris
 Le poste
 Cette entreprise est la plateforme qui référence toutes les solutions de bureaux d’aujourd’hui, et accompagne ceux qui feront le bureau de demain. Travailler chez notre client, c’est voir au-delà du bout de son bureau et construire ensemble le travail de demain. La volonté est d’inspirer les utilisateurs en leur faisant découvrir les nouvelles façons de travailler : télétravail, flex-office, coworking, coliving, autant de thématiques qui nous animent et que nous adorons tester et partager. L’esprit d’équipe, c’est ce qui fait la force de cette entreprise. Bienveillance, implication, respect, sont dans la personnalité de chacun des collaborateurs. 
Les responsabilités

 Travailler à l’aide des méthodes Agiles dans une équipe pluridisciplinaire (Tech/Produit/Design)
 Produire du code simple, maintenable dans le respect de la qualité
 Respecter les bonnes pratiques des différents langages utilisés
 Proposer des idées d’architectures au sein de l’équipe
 Penser avant tout maintenabilité et scalabilité

 Pourquoi venir chez nous?
 Les plus : L’équipe est organisée de façon très responsabilisante, vous serez donc amené à réflechir aux features et projets dans leur globalité. Chaque semaine nous avons une réunion de tous les développeurs afin de partager la veille et les avancées de chaque produit Participations à de nombreuses conférences / Meet-up : Dot, React Europe Le télétravail est à la carte ;)
",PostedAujourd'hui,50 000 € par anCDI,50 000 € par an,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AwMULmlYjVk_Br5rNmm-MHe0EXU9eEpgTPCbIqjx6pfOuehYV5wL63yhIwJypL8MpaJgLdG2KXfTKe7WdDQgGNmtOcLcZgz1iW0tgExQvwODQaI9hSTCcu3UD7fwkMm7qdvXhBBGfgg9yaM_kV8VrAeaaP4XjtDqYbSsgG-KuYu9quK6rE7URVx8bHQlcNyoAdjYMeToDse2UUin1DPddLsCkzqJhs-JlyVLHbR-wSp6jvil2s0vmFvVySrnFuv3PFT_w7h0-5Om-CO9jmZAlHSbqdEz43qfPdsaOoLLrl_sgrYijqegewITAtioYKJ-Bij1SuCHNzgRlPMFKxvKbMmd6OH-n71D2CmrhFs9OCnMog8ow5jwxMw3Oz4co7vDnoPuYpaz7-TLaZH3CyzKxGOWejYW9IbMNpujstXto7UCmnYi3-DQ9lmLveo3LR9hLD62R2XsrWiu5KendjS7LxngeRow8uRTjyLY4N6iNOX09eZbXdpOP-ikFi_RRtVMZX1as2wzRAcIEi7utd8tnVKR4a_ralk55GCCO5E_-x_3SS-9bcG7YB0vG7iDdtvzO-pyywKUr7_jEB1RGuQOn9yiJWSSwgRo9nBcjMw9dQ20FOC4rCYOc_-RXXkiLWsv2jc0C90NcPBz_W2pgAZ_B92ZeqTEK1ot0XKuvja6VjI6HLWI0Hh-uI9U3TL-sHheps76lgARRl5P4F5kAXO2xV8IPguuj4Dbx9kY-LgII2Lg==&xkcb=SoCR-_M3ZClTY8QI4J0LbzkdCdPP&p=5&fvj=0&vjs=3
Développeur PHP Drupal H/F,HR-TEAM,Paris (75),"Contexte 
Nous recherchons un Développeur PHP/ Drupal (H/F). 

 Projet 
Intégré(e) au sein d’une équipe projet, vous contribuez à la construction et l’évolution de la partie back end des différentes applications que nous réalisons. 

 Poste et missions 


Dans le cadre de vos missions, vous :


Concevez et réalisez les développements sous PHP 7/ 8 , Drupal7
Participez à l’évolution de l’architecture hexagonale ou microservices;
Ecrivez les tests automatisés unitaires (PHPUnit) et de non-régression ;
Assurez la rédaction de documentations techniques ;
Participez à la résolution des problématiques de performances et de montées en charge ;
Travaillez en méthodologie Agile.

Environnement Technique : PHP 7/8, Drupal 8/9, architecture hexagonale, API Platform, MySQL, Git, CI/CD. 

 Profil 
De formation Bac +2 à Bac +5, 


Vous avez une très bonne maitrise de PHP7 ;
Vous maitrisez Drupal 7/8;
Vous avez travaillé avec des problématiques de cache et de performance (utilisation de varnish, redis etc) ;
Vous avez une passion pour le développement et les challenges algorithmiques.
",PostedOffre publiée il y a 1 jour,De 40 000 € à 60 000 € par anTemps plein,De 40 000 € à 60 000 € par an,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOavjI4kVlz8Oj723Abr8mjWy9kTE7cBPgdTwCmKPi3bwUOycVPsMvx6qF-q6KJwQbvFkfbJzHvtrRlKGxS7zsmhmDUGD00C7xPItLCF2MUlP4eQQKB4mo4BWBDS_FnHWsO6ENWjrmZ2-W6BTNX7zMXwiApk5MBvS7Dm-gCi3xrKhhy4G9HpuR5M-i4hr0TE568IXNGkP4Osn8uETKZD84v7pQAYkqXSyHzzfz8iQ5TiKFNyuVdtAp43E_9e-DNk68m9F3b4zuP_NvdfTyPx4azP6Vn_KYLb_ejy2fwG8-rt4KkCu1MjAVeVDfReEUZFqt2R1xVOpIH-WE4YM53n5c3D5oF7G_kX7wfWbM-7AnLgDT0kSKgenuTYa3LBrAn5JaZ3NRz_K57UrSgPzi1jpruJ5Q-PP8S4KGwwV61B73VPeIdywWHqDcZmiCFeeK79HcQ5IxECPqTj5oEfs7wOJngM1hgC2EvMdUmoVw2CfI9VTFlpT_MgnDAKfD8rnTIEj0hv9Uv7vJcHroNFt5S4tpV7bDuw3OKXfAUP8zwHlJVSMq2tt2cW_3aWbOWftbIxRNEP2TUrt1UJD00nUJEvTiPYHUBwtKj7InSte_bIwwd1j4gWP-lIlZPNMriiu9Q5AA8854_ZtKPNkzL3zuyEHz8B7B0jUBaRSch3-Pc2yVHFQ15KdJc1D_q8cpcE8G5Dbhi-QjwkWpj4V5LjZm-2t3r3xVuNeAqld2TAScij7f16xpK9eF1Kr2yz1yMGKr84bPcM-RenCvy2UZ&xkcb=SoAl-_M3ZClTY8QI4J0KbzkdCdPP&p=6&fvj=0&vjs=3
DEVELOPPEUR FIORI - CLICHY / Freelance,AGILICIO,Clichy (92),"Dans le cadre d'un projet chez l'un de nos clients grands comptes, nous sommes à la recherche d'un Développeur SAP FIORI. Vous aurez pour missions : - Conception de prototypes de Fiori Tiles pour les fonctionnalités SAP GRC ARA - Construire et tester de nouvelles applications Fiori pour les fonctionnalités SAP GRC - Documentation relative à la conception, la construction (code) et les tests de la nouvelle application Vous êtes Développeur FIORI avec au moins 4 ans d'expérience sur un poste de même envergure. Maitrise d'ABAP et de l'anglais.",PostedOffre publiée il y a 1 jour,De 550 € à 600 € par jourTemps plein +1,De 550 € à 600 € par jour,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOarXqP_IanWTdE2Rku-oimkQWkAhsTywy17xkw5yZk9fDGDoUcNDadKDfqBbvbTA24LnwdZgsuvEVJMkcFZrajtPejQnVTYZatWQgFnpC1vjVB4db-IAK9hnTxTM41lIBaPkqCLMn4aaj1i_Nlw1X-mUqN-QnA9hUgw-05Y1DsU0TMkSHEJh7WQd79uhDgVx2Qozru_lFDAFPlrb_l_oaWV-0HRggftoohzpRSwIwRc61eq4CazAsQ6bdaMu8NBl82mNWnOMe9p-35tXLajF95wx5ZSQiBexxG01ACQ0qkG5lXg0r7mhygNldgTU4UnYKcNeWgCp9ZPq3bTfNWajunPdwo6_S8JDJk-lP7BV__UVLXd-fo2H5vnokpTg5HlXYOq7RMXd47PU91KfUVwaDkYSpSG3OLfHbZj-pTMWEXyZjoA1VUT7FL8DcNMTPdlN39tMwte_35ZmcqW-uUcYvSqdLLzgRjr7N5BSPtEAymLZNzFR9VxqvFt10oX-mywQbC4FGE5sK3QHXWS9SWh8T_ZYcSn76Ks1T0tH92YiUfPDnketDE0-o2dgxnjGvtz5klAAd6nFlpc4vVrthF_q5Rq9Xov6-aLjpb0klhOOfaYq9CFCWk3fuyUhQX1IdpU8UJUIMdaiI9J6j&xkcb=SoC4-_M3ZClTY8QI4J0JbzkdCdPP&p=7&fvj=0&vjs=3
Développeur Angular LILLE H/F,Sogeti,Lille (59),"



Evoluer dans un esprit start up tout en faisant partie d’un grand groupe, ça te tente ? C’est ce que l’on te propose en rejoignant Sogeti part of Capgemini.




 NOTRE ADN MADE IN LILLE




 L’innovation, l’agilité et le cloud dans la peau 
Un mindset basé sur la créativité, le fun et l’entreprenariat
 Une agence autoportée par ses communautés
 Un management réinventé alliant proximité, télétravail et meet ups/événements mensuels






 ON VA BIEN S'ENTENDRE SI




 Tu as envie d’entreprendre, te former, te certifier
 Tu recherches un accompagnement de carrière de proximité
 Tu veux participer et t’appuyer sur des communautés d’experts
 Tu cherches à travailler avec les dernières innovations de Angular, mais tu es ouvert(e) à react, Vue…
 Tu as au moins 2 années d’expérience en développement sur des technos front. La connaissance de technos back est un plus !






 TES MISSIONS




 Tu conseilles le client dans ses choix technologiques
 Tu participes à l’architecture technique de l’application
 Tu réalises et fais évoluer l’application dans un contexte international
 Tu assures une veille technologique permanente pour proposer les meilleures solutions






 ENVIE D'ECHANGER AVEC NOUS ?



 Tu postules ici (2 min) ; on s’engage sur un process qui bouscule les codes !
 Capgemini, entreprise handi accueillante, conformément à la norme AFNOR NF X50-783, est également signataire de la charte de la diversité en entreprise.



",PostedOffre publiée il y a 3 jour,CDI,,https://www.indeed.com/rc/clk?jk=87d457d356c4b1cc&fccid=6eb97fc774cb61be&vjs=3
Développeur React & Solidity junior |@Paris |CDI,EVEASOFT,Télétravail hybride à 75009 Paris 9e,"
 Description de l'entreprise
  BlocksLab42 un studio blockchain créé en septembre 2021.  On est une équipe de 9 dev Fullstack / Blockchain et 1 NFT Product Manager. Ce que l'on fait avec passion : les sites web, les smart contracts et la partie Blockchain/Web3 des projets NFT / DeFi / GameFi et Web3.
 ‍‍ On ne compte pas vraiment nos heures car on est passionnés : travail exigeant mais flexible au niveau des horaires. On est localisés dans un co-working à Paris et on propose 2-3 jours de télétravail par semaine.
 Notre ambition c'est de devenir le studio Blockchain de référence en France. On cherche à agrandir rapidement l'équipe car on a de beaux projets en cours et à venir.
 Tu es prêt à rejoindre la fam fren ?



 Description du poste
 
 Rejoindre BlocksLab42, c'est rejoindre une team de passionnés qui s'entraide.
   On est tous bullish du web3, mais certains sont partis de zéro en crypto il y a quelques mois, alors tu peux le faire aussi ! #moon
  
 Tu es dev Javascript junior (React, NodesJS) et tu t'intéresses de près à la blockchain ?
  
 On te forme à Solidity et au web3JS.
   Comme pour tout bon développeur, on attend de toi que tu sois aussi très indépendant : on te donne les bases et on répond à tes questions avec plaisir !
   -
   Il y a beaucoup de candidats pour ce poste.
  
 Afin de vérifier que tu as bien lu notre offre jusqu'ici, rédige un message de candidature entre 5 et 15 lignes :
  

Commence par le petit ""Gm BlocksLab42"" qui fera la différence 
Explique un peu tes connaissances/niveau en crypto
Dis nous où tu habites (et le temps de transport jusqu'au WeWork rue Jules Lefebvre)
Confirmes nous que tu as bien compris que le télétravail était de 2-3 jours/semaine
Un petit mot qui dit pourquoi tu serais au top avec nous !






 Qualifications
 
 Tu cherches un CDI asap (début en sept 2022)
Tu as une formation de cycle ingénieur ou en reconversion professionnelle
Tu as idéalement déjà 1 an d'expérience en tant que dev fullstack (NodeJS et React si possible)
Tu es passionné(e) par les cryptomonnaies ou les NFT ?

 Welcome fren
 
 #Wagmi
  Informations supplémentaires
  https://www.blockslab42.io/ https://www.linkedin.com/company/blockslab42/
",PostedOffre publiée il y a 1 jour,CDI +1,,https://www.indeed.com/rc/clk?jk=09523e45ea4b8f88&fccid=e560e8cf4e05091e&vjs=3
Développeur web,Interaqtive,La Défense (92),"


Réf. : I.T. La Défense (92)
 Missions
 Vous travaillez main dans la main avec un chef de projet digital sur les recommandations et développements clients.
 Vous avez pour missions :

Rédaction des spécifications techniques
Réalisation des développements : choix techniques, développements, tests et recettes…
Assurer la maintenance évolutive et corrective de l’existant

Vous respectez les plannings de développements définis sur lesquels vous vous engagez.
 Vous êtes force de proposition et passionné(e) par les nouvelles technologies.
 Profil
 Issu(e) d’une formation Bac+3 minimum, vous justifiez d’une première expérience en développement web.
 Environnements techniques : Apache, PHP, MySQL, Javascript, JQuery, HTML, CSS, Responsive Design
 Les compétences supplémentaires appréciées :

Connaissance d’un framework CSS (type bootstrap)
Connaissance de WordPress
Connaissance en gestion de base de données

Envoyer vos CVs et Lettres de motivation à : recrutement@interaqtive.fr



",PostedOffre publiée il y a plus de 30 jours,,,https://www.indeed.com/rc/clk?jk=91768995a84912f8&fccid=9b51a9c63bf60aaa&vjs=3
Développeur junior F/H,Accenture,Paris (75)+ 2 lieux,"
Dans un souci d’accessibilité et de clarté, l’écriture inclusive n’est pas utilisée dans cette annonce. Les termes employés au masculin se réfèrent aussi bien au genre féminin que masculin.

 Et si vous viviez l’expérience du changement ? Développer, imaginer, créer, digitaliser, accompagner, transformer : l’expérience du changement est stimulante et épanouissante. 
Nous vous proposons de venir la vivre avec nous, en rejoignant un univers où le design de solutions rencontre la technologie de pointe. Faites bouger les lignes en gagnant en agilité et en créativité et en prenant place dans un large réseau d’experts international... Construisez une carrière agile dans un environnement de travail flexible. Rejoignez Accenture certifiée Great Place To Work, et venez imaginer, transformer et impacter positivement le monde. Be a change maker.

 En tant que Développeur, quelles seront vos missions ?
 Le développeur contribue au développement, à la mise en place et à la gestion de solutions technologiques pour les entreprises. Il a une certaine expérience du coding, du test et de la mise en œuvre des changements de configuration :

 Coder et tester les modules de programme conformes aux spécifications de conception;
 Participer à l'analyse des exigences techniques relatives aux applications;
 Contribuer à la mise en œuvre de l'infrastructure technique: réseaux, plates-formes, serveurs, data...;
 Assurer la maintenance et l'évolution des logiciels afin qu'ils continuent à fournir des performances conformes aux spécifications;
 Apporter un support aux utilisateurs;
 Rédiger les tests nécessaires pour s'assurer que l'environnement technique répond aux exigences de performance;
 Exécuter les plans de conversion et identifier les failles de process.




Le métier de Développeur est fait pour vous si :

 Vous êtes issu d’une formation supérieure Bac +5 en informatique;
 Vous maîtrisez l’anglais à l’écrit comme à l’oral;
 Vous êtes mobile en France et à l’étranger;
 Vous avez une première expérience réussie sur des technologies Custom Dev telles que Java, J2EE, Python, AngularJS, PL/SQL, C++, Git/Jenkins…;
 Vous avez des appétences pour l’Agilité : Scrum, Xtrem Programming;
 Vous faites preuve d’un esprit collaboratif;
 Vous êtes reconnu pour vos capacités d’écoute.


 Le poste est à pourvoir en CDI sur Paris et/ou Toulouse.

 En tant que Développeur, vous rejoignez nos experts Technology pour exploiter la puissance du digital, stimuler l’innovation et améliorer le quotidien de nos clients. Conjuguez expertise business et connaissance des technologies de pointe pour aider nos clients à réinventer leur entreprise, tout en renforçant leur cyber-résilience.

 Accenture, c'est une communauté de plus de 600 000 talents et une mission commune réaliser la promesse technologique alliée à l’ingéniosité humaine.

 Dans un monde en perpétuel changement, nous accélérons la transformation des plus grandes entreprises, de la stratégie à la réalisation des projets, à l’aide des technologies de demain et dynamisons leur croissance grâce à l'expertise multi-sectorielle de nos experts !
 Vivez l’expérience du changement en rejoignant notre équipe, une équipe qui aspire à créer de la valeur pour ses clients et à faire toujours mieux pour ses talents.
 Envie d’en savoir plus sur le quotidien des collaborateurs Accenture ? Posez-leur directement vos questions.
 Vivez l’expérience du changement ? Postulez dès maintenant.

",PostedOffre publiée il y a plus de 30 jours,CDI +1,,https://www.indeed.com/rc/clk?jk=e019c7744ce2c844&fccid=a4e4e2eaf26690c9&vjs=3
Développeur Web PHP (F/H),VSActivity,Versailles (78),"


Ce poste de développeur Web Php vous permettra d’intégrer notre pôle R&D où vous pourrez exercer et développer vos compétences. 
Dans ce cadre, vos missions sont : 

Analyse, création et développement de fonctionnalités pour nos logiciels SaaS et nos services Web.
Utilisation des dernières technologies Web : PHP, CSS, HTML, JS, JQuery, SQL, MySql, Git, IDE de développement.
Evolution et réponse aux attentes de nos clients, en intervenant sur les développements existants.


 Vous êtes issu d’une formation spécialisée en informatique ou d’une école d’ingénieurs, et vous avez, idéalement, une ou plusieurs expériences significatives dans le développement Web en Php.

Vous vous intégrez facilement dans une équipe et vous savez échanger autour d’une réflexion.
Vous êtes curieux et assurez spontanément une veille technologique pour rester innovant.
Bien loin d’être un exécutant, vous êtes force de proposition sur des points techniques.
Vous avez envie d’améliorer un existant, ses performances ou son ergonomie. Vous voulez aussi aborder des sujets fonctionnels et ainsi mieux comprendre les processus de gestion des entreprises.
Vous êtes conscient de l’importance de l’ “Expérience Utilisateur” dans l’utilisation d’une application Web.



",PostedOffre publiée il y a 10 jour,,,https://www.indeed.com/rc/clk?jk=92607b35693b50df&fccid=880c7ef5693d0a19&vjs=3
Développeur Web Junior (H/F),Serinya Telecom,Eslettes (76),"Société : 
Serinya Telecom c'est :
· Un opérateur de services de télécommunications Data et Voix
· Une cible cliente BToB : PME, ETI, Grands comptes et Collectivités
· Des offres techniques sur mesure élaborées par des experts
· L'humain au cœur de l'entreprise
· Un affûteur de talents
· Une ambiance jeune et dynamique
Le fort développement de notre activité de services nous amène à renforcer notre équipe et à rechercher un Développeur Web Junior (H/F) afin de nous accompagner dans notre croissance.
Missions : 
Intégré(e) à notre équipe de développeurs, vos missions principales seront les suivantes :
· Contribuer à la conception d'applications et d’outils internes en lien avec notre métier d’opérateurs
· Comprendre les besoins afin de satisfaire les demandes internes et externes
· Coder et tester les modules programmés
· Assurer la maintenance, le réglage et l'évolution des logiciels
· Fournir un support aux utilisateurs
Profil : 
> De formation BAC +2 minimum, vous êtes passionné(e) par le développement d'applications web
> Technologies : Angular, PHP, Javascript, HTML 5, CSS 3 ou encore C# (.NET), Python
> Base de données : MySQL, MariaDB...
> Une bonne connaissance de l'environnement gitlab et de la méthodologie agile serait un plus
> Votre potentiel et votre personnalité feront la différence : autonomie, détermination, rigueur, réflexion
Ce que nous proposons : 
· Un contrat en CDI à pourvoir dès maintenant
· Une rémunération attractive
· Une formation à nos méthodes, process, outils, techniques et services
· Des possibilités d’évolution
· De bonnes conditions de travail (investissement, proximité, réactivité…)
· Une entreprise qui bouge
· Une entreprise à la pointe de la technologie (R&D, High Tech, Innovations digitales…)
Type d'emploi : Temps plein, CDI
Avantages :

Horaires flexibles

Programmation :

Travail en journée

Types de primes et de gratifications :

Prime trimestrielle
",PostedOffre publiée il y a 4 jour,CDI +1Travail en journée,,https://www.indeed.com/company/Serinya-Telecom/jobs/D%C3%A9veloppeur-Web-Junior-1f3d7b1f8a8a493c?fccid=766ae8016da1fa7c&vjs=3
RECONVERSION - DEVELOPPEUR DEBUTANT F/H,Groupe INTM,Levallois-Perret (92),"
Le Groupe INTM propose une offre de services appelée « l’offre jeunes NSIS», il s’agit d’une politique d’embauche et de formation de profils « débutants ».  Tous les ans le Groupe recrute et forme 70 à 100 débutants issus de filières scientifiques.  Le Groupe INTM vous propose un CDI et une formation en informatique (6 semaines) pour vous rendre opérationnels sur les technologies présentes chez ses clients. 

 Mission : 
   Après la formation vous évoluez au sein du département Etudes et Développement chez l’un de nos clients du secteur tertiaire, vous êtes encadré par un chef de projet et vous évoluez au sein d’une équipe en mode projet. 
   En relation avec la maîtrise d’oeuvre, sur la base des spécifications techniques et fonctionnelles vous serez chargé de : 
  

Développer les composants logiciels dans le respect des normes et procédures 
Participer à la phase de tests et recette 
Gérer les anomalies et correctifs 
Participer à la mise en production 
Ces tâches ne sont pas exhaustives. 
   Au fil des missions vous évoluerez grâce à un accompagnement de proximité vers un poste de Chef de Projet technique ou fonctionnel selon votre appétence.
 



Profils recherchés : 
Vous avez un diplôme de l’enseignement supérieur (BAC +4/5) en école d’ingénieur ou cycle universitaire scientifique (mathématiques, maths sup./spé, physique, chimie, biologie, biotechnologie ou électronique, mécatronique, économétrie, mécanique, etc.) ou un Bac + 2/3 en informatique.  Vous souhaitez vous servir de votre potentiel pour vous former et intégrer le monde du travail dans un secteur dynamique et porteur.  Vos qualités humaines et relationnelles, votre goût du challenge seront un plus.



Contexte:  Le Groupe INTM est l’un des leaders du marché du conseil et des services du numérique avec 1700 collaborateurs et un chiffre d'affaires de 150 millions d'euros, le groupe est présent en Ile de France, Lille, Strasbourg, Nantes, Lyon, Marseille, Toulouse, Bordeaux, Maroc et Belgique.

",PostedOffre publiée il y a 1 jour,CDI,,https://www.indeed.com/rc/clk?jk=79c76d5628d0c19d&fccid=a4230280dcb9f854&vjs=3
Développeur fullstack PHP/Javascript - Scale up Proptech - H...,OCTOPUS IT,Télétravail à Paris (75),"
Php / Javascript / Vue-js / Symfony
 Développeur Frontend, Full Stack Developer, Frontend Developer, Backend Developer / CDI / Environ 50k€ / 3 - 6 ans / Paris
 Le poste
 Cette entreprise est la plateforme qui référence toutes les solutions de bureaux d’aujourd’hui, et accompagne ceux qui feront le bureau de demain. Travailler chez notre client, c’est voir au-delà du bout de son bureau et construire ensemble le travail de demain. La volonté est d’inspirer les utilisateurs en leur faisant découvrir les nouvelles façons de travailler : télétravail, flex-office, coworking, coliving, autant de thématiques qui nous animent et que nous adorons tester et partager. L’esprit d’équipe, c’est ce qui fait la force de cette entreprise. Bienveillance, implication, respect, sont dans la personnalité de chacun des collaborateurs. 
Les responsabilités

 Travailler à l’aide des méthodes Agiles dans une équipe pluridisciplinaire (Tech/Produit/Design)
 Produire du code simple, maintenable dans le respect de la qualité
 Respecter les bonnes pratiques des différents langages utilisés
 Proposer des idées d’architectures au sein de l’équipe
 Penser avant tout maintenabilité et scalabilité

 Pourquoi venir chez nous?
 Les plus : L’équipe est organisée de façon très responsabilisante, vous serez donc amené à réflechir aux features et projets dans leur globalité. Chaque semaine nous avons une réunion de tous les développeurs afin de partager la veille et les avancées de chaque produit Participations à de nombreuses conférences / Meet-up : Dot, React Europe Le télétravail est à la carte ;)
",PostedAujourd'hui,50 000 € par anCDI,50 000 € par an,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AwMULmlYjVk_Br5rNmm-MHe0EXU9eEpgTPCbIqjx6pfOuehYV5wL63yhIwJypL8MpaJgLdG2KXfTKe7WdDQgGNmtOcLcZgz1iW0tgExQvwODQaI9hSTCcu3UD7fwkMm7qdvXhBBGfgg9yaM_kV8VrAeaaP4XjtDqYgW-aynXmEkWURjTNbFJa5Y3atWB5y4mA40FKm80lKVYRdTocLMxiHFxiyyh7ZA5fPcuKENmoI6gXnvqa4oO7MO5zRaTUEy0arFMfw_SIWg8qzwB5PZphkUuDFcfHp_vh2Y0sObfFZTq2UcyIIUQ0WIS8foLAGsKvUYV-4ELU38qe9BE_L-6v0qnYVJaIHQfVvwdD1Q0cGMOQfmunUXS7u_m5K4dt-LuHisF33Rm1OO2_3x4UeNFY2QzBVzswSza3kUgT31fxXE20BP2YkW2PaVuBWXe2rwJKlK6bkYeASHjSrlVh-FnRsxxbJD-C-3czDxjB_Nbm3tbndMlquEI6l1e5nrAqwAuV7Hnjg50u3CxHcXF-eDSTSaLS1KHo18p6IzaHHrH-pQOj44pnV4Rr92xxdIoncr2miAzCCV2v7alzRE8C-wquYB_RMvRSIJj9ZzIWZWRu9FLkkUXO2i3hYrrBzg3OLbZnhEjudmbwCXULg-ZGw0mMdU1OVDfi9FSx0EIEzh05eFOMZHRGAijJ6QfLxTVIsy3dpW5uHwrIzeGN_3702w2B-y7MoaVdYFjc1cKBagpOioQ==&xkcb=SoDk-_M3ZClR5ASncZ0LbzkdCdPP&p=0&fvj=0&vjs=3
